Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
AC-2576,TARGUS,ESTUCHE UNIVERSAL PARA DISCOS DUROS SLIM PDA KOSKIN IMPORTADO TARGUS (PDAT04),5.11,1
AC-2631,MANHATTAN,"TARJETA USB MANHATTAN PCI VERSION 2.0, CON 3 PUERTOS EXTERNOS Y 1 INTERNO",11.59,3
AC-2656,MANHATTAN,"VIDEO SPLITTER MANHATTAN HDMI 4 MONITORES A 1 PC, NEGRO",189.51,3
AC-2657,MANHATTAN,"VIDEO SPLITTER MANHATTAN 4 MONITORES A 1 PC ALTA RESOLUCION, NEGRO",81.81,3
AC-2665,VAMAV,FUNDA RIGIDA VAMAV PARA LAPTOP DE 14 PULGADAS ROSA,139.77,1
AC-2668,EASY LINE,"FUNDA EASY LINE REVERSIBLE 15.4"" MORADO/GRIS",88.04,1
AC-2669,EASY LINE,"FUNDA EASY LINE REVERSIBLE 15.4"" ROJO/GRIS",88.04,1
AC-2670,EASY LINE,"FUNDA EASY LINE REVERSIBLE 15.4"" NEGRO/AZUL",88.04,1
AC-2671,HP,HP PCI-X RISER KIT ML/DL370G6 2 SLOT,2738.17,3
AC-2675,LENOVO,FUNDA THINKPAD 14W REVERSIBLE DE COLOR NEGRO Y ROJO- 57Y4294,138.64,0
AC-2676,TRENDNET,KVM SWITCH TRENDNET PARA MONTAJE EN RACK DE 8 PUERTOS PS/2,134.92,2
AC-2687,HP,BACK PACK HP NYLON PARA 15.6 PULGADAS COLOR NEGRO/AZUL,654.39,0
AC-2688,ENCORE,ANTENA ENCORE INALAMBRICA OMNIDIRECCIONAL 2.4 GHZ 9 DBI,3.47,1
AC-2704,TECH ZONE,FUNDA DE NEOPRENO TECH ZONE ANGRY BIRDS 15 PULGADAS ROJA,159.09,1
AC-2719,EASY LINE,EXHIBIDOR EASY LINE COLGANTE PARA PUNTO DE VENTA,3734.89,2
AC-2728,TECH ZONE,FUNDA DE NEOPRENO TECH ZONE ANGRY BIRDS 15 PULGADAS AMARILLA,159.09,1
AC-2736,TRENDNET,KVM SWITCH TRENDNET 4 PTOS USB/PS/2 + 4 CABLES + SOPORTE DE AUDIO,148.61,2
AC-2738,VAMAV,"CARGADOR 3 EN 1 SALIDAS V3,V8 Y 6101",54.55,1
AC-2740,TP LINK,CONVERTIDOR DE MEDIOS TP-LINK MONO MODO CONECTOR DE FIBRA SC A RJ45 1000MBPS DUPLEX TOTAL HASTA 15KM,48.64,2
AC-2741,TP LINK,CONVERTIDOR DE MEDIOS TP-LINK RJ45 1000MBPS A SFP GIGABIT 0.55KM MULTIMODO Y 10 KM MONOMODO,18.52,2
AC-2742,TP LINK,CONVERTIDOR DE MEDIOS TP-LINK MONO MODO CONECTOR DE FIBRA SC A RJ45 10/100MBPS DUPLEX TOTAL HASTA 20,28.52,2
AC-2743,TP LINK,CONVERTIDOR DE MEDIOS TP-LINK MONO MODO WDM CONECTOR DE FIBRA SC A RJ45 10/10MBPS DUPLEX TOTAL HAST,37.73,2
AC-2745,INTELLINET,"GABINETE 19 12U INTELLINET PARA MONTAJE EN PARED, METAL NEGRO",251.81,3
AC-2749,ENCORE,BASE PARA COMPUTADORA PORTATIL ENCORE,12.03,1
AC-2750,INTELLINET,ORGANIZADOR VERTICAL INTELLINET PARA RACK 22 UNIDADES NEGRO,57.38,3
AC-2751,LENOVO,DOCKING STATION THINKPAD MINI SERIE 3 CON PUERTOS USB 3.0 (433715U),1629.51,1
AC-2752,ANSEL,"ANTENA ANSEL OMNIDIRECCIONAL 802.11 B/G/N 2400 ~ 2500MHZ, 12DBI INCLUYE CABLE",60.4,1
AC-2755,VAMAV,PROTECTOR IPAD CON SMARTCOVER COLOR AZUL,204.55,1
AC-2756,VAMAV,PROTECTOR IPAD CON SMARTCOVER COLOR VERDE,204.55,1
AC-2757,VAMAV,PROTECTOR IPAD CON SMARTCOVER COLOR GRIS,204.55,1
AC-2762,HP,REPLICADOR DE PUERTOS HP 3005PR USB 3.0 UNIVERSAL,2295.49,1
AC-2763,SABRENT,PORTA DD SABRENT SATA 2.5 Y 3.5 ESTACION FIJA USB 3.0,18.18,1
AC-2770,TRENDNET,KVM SWITCH TRENDNET PS/2 DE 2 PUERTOS (INCLUYE CABLES),21.28,2
AC-2775,HP,DOCKING STATION HP 230W,2809.86,1
AC-2776,HP,DOCKING STATION HP 90W,2293.08,1
AC-2781,XEROX,KIT DE SCANEO EN RED PARA WORCENTRE 7132-7132-7142 CON RENDIMIENTO DE IMPRESION,412.92,0
AC-2785,EASY LINE,PAQ. 15 PZAS MOUSE PAD EASY LINE (DISE?OS VARIOS),141.22,2
AC-2788,HP,GBIC HP BLC VIRTUAL CONECT 1GB RJ-45 SFF OPTION KIT,4090.34,1
AC-2791,CANYON,BASE ENFRIADORA CANYON PARA NOTEBOOK,12.46,3
AC-2800,D-LINK,ANTENA D-LINK WIRELESS 4DBI INDOOR-OMNIDIRECCIONAL,54.19,1
AC-2802,TRENDNET,CONVERTIDOR TRENDNET FIBRA INTELLIGENT 1000BASE-T TO 1000BASE-LX SINGLE-MODE SC (20KM/12.4MILES),178.81,3
AC-2812,CANON,LENTE CANON EF 75-300 MM F/4-5.6 III USM,2836.56,1
AC-2815,HP,KIT DE PANELES LATERALES PARA RACK HP INTELIGENT 642,5857.84,1
AC-2818,TRENDNET,DIVISOR POE TRENDNET CORRIENTE Y DATOS ETHERNET,19.09,3
AC-2820,ANSEL,ANTENA DIRECCIONAL 6 DBI802.11 B/G/G+/GMIMO/N 2400-2500 GHZ 80?? CABLE 90CM,3.93,1
AC-2822,TP LINK,ANTENA TP-LINK PARA INTERIORES DIRECCIONAL 14 DBI CONECTOR RP-SMA MACHO,42.16,2
AC-2830,TRENDNET,INYECTOR DE CORRIENTE TRENDNET POE GIGABIT,49.33,3
AC-2832,EASY LINE,FUNDA EASY LINE REVERSIBLE 10.2 NEGRO/AZUL,67.36,1
AC-2840,PERFECT CHOICE,PROTECTOR DE PANTALLA PERFECT CHOICE ANTI-REFLEJANTE PARA IPAD,64.4,0
AC-2841,PERFECT CHOICE,PROTECTOR DE PANTALLA PERFECT CHOICE PARA IPHONE,40.78,0
AC-2844,PERFECT CHOICE,"KIT DE CARGA Y SINCRONIZACION PERFECT CHOICE PARA IPOD, IPHONE Y IPAD",294.85,1
AC-2848,TRENDNET,BLUETOOTH MICRO TRENDNET USB CLASE II,10.89,2
AC-2849,TRENDNET,ANTENA TRENDNET EXTERIOR DIRECCIONAL DE ALTO ALCANCE DE 14DBI,52.57,3
AC-2850,XEROX,SERVIDOR EFI DFE XEROX PARA IMPRESORA 7556_T,4601.12,0
AC-2852,TRENDNET,INYECTOR DE CORRIENTE TRENDNET POE ETHERNET,39.78,3
AC-2864,TOSHIBA,"DOCKING STATION TOSHIBA HI-SPEED PORT REPLICATOR II PARA TECRA R840, R850, R940, R950; PORTEGE R700,",2385.23,1
AC-2867,HP,BASE HP PARA MONITOR DE HASTA 24 PULGADAS Y EQUIPO NOTEBOOK,2582.65,0
AC-2870,MANHATTAN,CONVERTIDOR MANHATTAN USB 2.0 A PUERTO DE VIDEO HDMI,85.97,3
AC-2873,INTELLINET,"COPLE MODULAR INTELLINET 1 A 1 8P8C, RJ45 CATEGORIA 6",2.51,3
AC-2877,VAMAV,FUNDA PARA IPAD 2 Y 3 COLOR NEGRA TIPO PIEL,130.68,1
AC-2880,XEROX,KIT DE SCANNER PARA COLOR ? SOFTWARE   PARA EQUIPOS WC5790C_FA,55.21,0
AC-2882,CISCO,ADAPTADOR DE CORRIENTE  CISCO 12V PARA WAP321 Y WAP 121 SB-PWR-12V-NA,14.25,0
AC-2887,INTELLINET,"MINI RACK DE 19 PULGADAS DE ANCHO, 4 UNIDADES COLOR GRIS",94.57,3
AC-2888,CISCO,INYECTOR POWER OVER ETHERNET CISCO // SB-PWR-INJ1-NA,59.2,0
AC-2890,3M,PANTALLA DE PARED 3M 84 PARA VIDEOPROYECTOR,306.82,1
AC-2891,3M,PANTALLA DE PARED 3M 96 PARA VIDEOPROYECTOR,364.77,1
AC-2892,3M,PANTALLA DE TRIPIE 3M 70 PARA VIDEOPROYECTOR,169.32,1
AC-2895,3M,FILTRO DE PRIVACIDAD 3M PARA TABLET GALAXY TAB 7,22.73,1
AC-2896,3M,FILTRO DE PRIVACIDAD 3M PARA BLACKBERRY BOLD 9700,15.57,1
AC-2897,3M,FILTRO DE PRIVACIDAD 3M PARA BLACKBERRY CURVE 8520/8530,10.8,1
AC-2898,3M,MICA PROTECTORA NATURAL VIEW 3M PARA IPHONE 4/4S,9.09,1
AC-2899,3M,MICA PROTECTORA NATURAL VIEW 3M PARA BLACKBERRY BOLD 9700/9780,8.52,1
AC-2900,ACTECK,CANDADO PARA LAPTOPS,108.22,1
AC-2901,ACTECK,CARGADOR UNIVERSAL DE 8 PUNTAS,388.39,1
AC-2902,XEROX,UNIDAD DUPLEX PARA PHASER 6280-6180,209.81,0
AC-2905,CISCO,TRANSCEIVER CISCO MINIGBIC  100BASE-FX MINI-GBIC SFP MFEFX1,73.29,1
AC-2910,LENOVO,"BATERIA THINKPAD 70+, 6 CELL (W530, W520, W510, T530, T520, T510,T430, T420, T410) 0A36302",490.15,1
AC-2911,LENOVO,"BATERIA THINKPAD 70++ (9 CELL)  (W530, W520, W510, T530, T520, T510,T430 ) 0A36303",665.43,1
AC-2913,EXIGO,BASE ENFRIADORA LAP GUARD EXIGO PARA NETBOOK/LAPTOP USB,107.95,1
AC-2914,EXIGO,BASE ENFRIADORA X GUARD EXIGO PARA NETBOOK/LAPTOP USB,85.23,1
AC-2917,INTELLINET,"JACK CAT 5E UTP, COLOR MARFIL, DE IMPACTO",1.83,10
AC-2918,HP,DOCKING STATION HP PARA EQUIPOS 2570P,1605.08,1
AC-2921,MANHATTAN,MINI TECLADO PARA TABLET BLUETOOTH,24.15,3
AC-2922,LENOVO,CARGADOR PARA THINKPAD TABLET DC PARA COCHE ( 0A36247 ),188.64,1
AC-2926,TRENDNET,KVM SWITCH TRENDNET 4 PTOS PS/2 PARA RACK + AUDIO + CABLES,118.23,2
AC-2928,HP,BANDEJA DE 500 HOJAS HP LASERJET P3015DN,3065.9,1
AC-2930,CANON,LENTE CANON EF-S 18-135 F/3.5-5.6 IS,7090.32,1
AC-2933,TP LINK,ANTENA TP-LINK REJILLA PARA EXTERIOR 30DBI DIRECCIONAL 5.15-5.85GHZ CONECTOR N HEMBRA,50.91,2
AC-2942,PERFECT CHOICE,FUNDA PERFECT CHOICE SOLIDS 14 NARANJA,164.87,1
AC-2943,PERFECT CHOICE,FUNDA PERFECT CHOICE SOLIDS 14 ROSA,164.87,1
AC-2944,PERFECT CHOICE,FUNDA PERFECT CHOICE SOLIDS 14 AZUL,164.87,1
AC-2945,PERFECT CHOICE,FUNDA PERFECT CHOICE SOLIDS 14 GRIS HUMO,164.87,1
AC-2950,PERFECT CHOICE,PRESENTADOR CON APUNTADOR LASER PERFECT DESIGN,395.31,3
AC-2951,PERFECT CHOICE,CUBIERTA RIGIDA PERFECT CHOICE PARA IPAD ULTRA-DELGADA BLANCO,176.67,1
AC-2952,PERFECT CHOICE,CUBIERTA RIGIDA PERFECT CHOICE PARA IPAD ULTRA-DELGADA GRIS,176.67,1
AC-2954,TRENDNET,KVM SWITCH TRENDNET USB/PS/2  DE 16 TAMA?O RACK ,270.2,2
AC-2958,ACTECK,"MANOS LIBRES PARA CELULARES TIPO EARBUDS, AUDIFONO",79.2,2
AC-2961,ACTECK,PLUMA STYLUS CAPACITIVA Y BOLIGRAFO ACTECK,70.66,0
AC-2963,ACTECK,CONTROL GAMING KIT D-PAD Y BOTONES PORTATIL PARA SMARTPHONE,67.25,1
AC-2964,ACTECK,KIT JOYSTICK(CONTROL) SPIRAL/BOTONES PARA TABLET  SPIRAL GAMING,119.4,1
AC-2966,OKIDATA,UNIDAD DUPLEX OKIDATA B730 B720,169.6,0
AC-2971,COMPLET,"BATERIA PORTABLE USB 5V COMPLET, MICROPOWER 3000  CON CABLE UNIVERSAL INCLUIDO COLOR BLANCO.",172.84,0
AC-2972,COMPLET,"BATERIA PORTABLE USB 5V COMPLET, MICROPOWER 3000  CON CABLE UNIVERSAL INCLUIDO COLOR ROJO.",172.84,0
AC-2974,HP,DOCKING STATION HP ULTRASLIM,2069.9,1
AC-2981,HP,REPLICADOR DE PUERTOS HP 2005PR USB 2.0 UNIVERSAL,1812.39,1
AC-2990,INTELLINET,KVM SWITCH COMPACTO 4 PUERTOS C/ CABLES,98.81,1
AC-2991,XEROX,CHAROLA DE SALIDA XEROX PARA WC-5740-45 Y 55,92.02,0
AC-2995,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 10 ROSA,147.13,1
AC-3001,PERFECT CHOICE,FUNDA PARA TABLET PERFECT CHOICE DECO 10 AZUL,93.96,1
AC-3002,PERFECT CHOICE,FUNDA PARA TABLET PERFECT CHOICE DECO 10 MORADA,93.96,1
AC-3003,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 10 NARANJA,147.13,1
AC-3004,PERFECT CHOICE,STYLUS LITE PERFECT CHOICE PARA PANTALLAS TOUCH Y TABLETS ,135.31,1
AC-3005,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 10 AZUL,147.13,1
AC-3006,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 10 HUMO,147.13,1
AC-3007,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 7 AZUL,135.31,1
AC-3008,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 7 HUMO,135.31,1
AC-3009,PERFECT CHOICE,FUNDA PERFECT CHOICE PARA TABLET SOLIDS 7 NARANJA,135.31,1
AC-3013,NATIONAL SOFT,ON THE MINUTE 4.0 TERMINAL ADICIONAL NSFACE,5593.64,1
AC-3014,GENIUS,"BATERIA DE RESPALDO GENIUS ECOU200 COMPATIBLE C/SPHONE,HTC,BLACKBERRY,SAMSUNG,NOKIA,SONYERIC",16.74,1
AC-3018,INTELLINET,KVM SWITCH INTELLINET 2 PUERTOS USB CON CABLES Y SOPORTE DE AUDIO,41.43,3
AC-3019,SABRENT,VIDEO SPLITTER SABRENT 4-PUERTOS VGA ,25.23,1
AC-3023,ACTECK,MOCHILA PARA LAPTOP TIPO BRONSON 15.6,406.09,1
AC-3024,ACTECK,MOCHILA PARA LAPTOP TIPO RIOT 15.6,406.09,1
AC-3025,ACTECK,MOCHILA PARA LAPTOP TIPO OLLIE 15.6,406.09,1
AC-3026,ACTECK,MOCHILA PARA LAPTOP TIPO WAVE 15.6,406.09,1
AC-3027,COOLER MASTER,BASE ENFRIADORA COOLER MASTER NOTEPAL I300 HASTA 17 PULGADAS,15.72,1
AC-3029,COOLER MASTER,BASE ENFRIADORA COOLER MASTER ERGO STAND BASIC HASTA 17,23.59,1
AC-3030,COOLER MASTER,BASE ENFRIADORA COOLER MASTER NOTEPAL ERGO 360,27.52,1
AC-3031,HP,KIT HP DE PANEL FRONTAL DE SEGURIDAD DE 1U PARA SERVIODRES HP GEN8,686.75,1
AC-3032,HP,KIT HP DE PANEL FRONTAL DE SEGURIDAD DE 2U PARA SERVIODRES HP GEN8,686.75,0
AC-3034,LENOVO,BATERIA LENOVO THINKPAD 25+ 6 CELDAS (51J0499) PARA EDGE SERIES *REVISAR COMPATIBILIDADES,52.27,1
AC-3035,MANHATTAN,GABINETE PARA DISCO DURO MANHATTAN,33.32,3
AC-3039,TRIPP-LITE,KIT DE EXTENSION PARA KVM TRIPP-LITE  MOD. B013-330  CAT. 5E ,2184.91,1
AC-3041,HP,JACKET DE EXPANSION HP PARA ELITEPAD,931.6,1
AC-3044,ACTECK,FUNDA ACTECK PROTECTORA PARA IPAD,258.84,2
AC-3045,ACTECK,FUNDA TIPO SLEEVE PARA IPAD DE 10 ROJA,135.67,2
AC-3046,ACTECK,FUNDA CON TECLADO BLUETOOTH PARA IPAD Y ANDROID ,423.3,2
AC-3047,ACTECK,BASE ACTECK PARA IPAD 360,208.88,1
AC-3049,TRIPP-LITE,KVM TRIPP-LITE CONSOLA MULTIPLEXORA MOD.  B020-U08-19-K /8 PUERTOS/19 PULGADAS LCD/ 8 CABLES USB/PS2,16979.48,1
AC-3050,TRIPP-LITE,KVM TRIPP-LITE CONSOLA MULTIPLEXORA MOD.  B020-U08-19-K /8 PUERTOS/19 PULGADAS LCD/ 8 CABLES USB/PS2,16959.28,1
AC-3051,LOGITECH,"TOUCHPAD (MOUSE W7, W8) LOGITECH T650 USB",793.1,3
AC-3058,HP,DOCKING STATION HP PARA ELITEPAD,1272.43,1
AC-3059,HP,BATERIA PARA JACKET (BASE DE EXPANSION) HP PARA ELITEPAD,832.93,0
AC-3060,HP,PLUMA EJECUTIVA HP PARA ELITEPAD,627.75,1
AC-3062,INTELLINET,"ORGANIZADOR DE CABLE PARA RACK DE 19, 1 U",15.94,3
AC-3063,MANHATTAN,TARJETA PCI FIREWIRE MANHATTAN,14,3
AC-3064,INTELLINET,"PANEL DE TAPA CIEGA DE 19, 1 U",4.16,3
AC-3066,MANHATTAN,HUB USB CON BASE PARA CELULAR,7.63,1
AC-3068,MANHATTAN,HUB USB DE ALTA VELOCIDAD 2.0,17.86,0
AC-3069,INTELLINET,"PANEL DE TAPA CIEGA DE 19, 2 U",6.57,3
AC-3073,LENOVO,CHAPA DE SEGURIDAD LENOVO ,13.64,0
AC-3075,MANHATTAN,PUERTO RAPIDO DE CLONACION DISCOS SATA MANHATTAN,57.76,3
AC-3076,MANHATTAN,USB DE ALTA VELOCIDAD DE ESCRITORIO 10 PUERTOS CON FUENTE,20.38,3
AC-3077,MANHATTAN,HUB USB PARA 28 PUERTOS MONDO HUB MANHATTAN 24 2.0 Y 4 3.0,73.89,3
AC-3078,GINGA,"ESTUCHE GINGA AZUL MARINO, PARA CAMARA, CELULAR, MP4 CON CORREA",28.41,1
AC-3079,GINGA,"ESTUCHE GINGA NEGRO,PARA CELULAR, CAMARA , MP4 CON CORREA",28.41,1
AC-3080,GINGA,"ESTUCHE GINGA ROJO, PARA CAMARA, CELULAR, MP4 CON CORREA",28.41,1
AC-3082,GINGA,"ESTUCHE GINGA HELLO KITTY ROJA . PARA CAMARA, CELULAR Y MP4, CON CORREA",42.84,1
AC-3083,GINGA,"ESTUCHE GINGA HELLO KITTY ROSA,. PARA CAMARA, CELULAR Y MP4, CON CORREA",53.41,1
AC-3084,GINGA,"ESTUCHE GINGA ANGRY BIRDS NEGRO . PARA CAMARA, CELULAR Y MP4, CON CORREA",37.27,1
AC-3085,GINGA,"ESTUCHE GINGA ANGRY BIRDS ROJO . PARA CAMARA, CELULAR Y MP4, CON CORREA",37.27,1
AC-3086,GINGA,"ESTUCHE GINGA ANGRY BIRDS AMARILLO. PARA CAMARA, CELULAR Y MP4, CON CORREA",37.27,1
AC-3087,GINGA,"ESTUCHE GINGA ANGRY BIRDS VERDE, PARA CAMARA, CELULAR, MP4 CON CORREA",37.27,1
AC-3088,GINGA,CARGADOR DE AUTO PARA CELULAR GINGA FIGURA HELLO KITTY CON PUERTO USB,78.41,1
AC-3089,GINGA,CARGADOR DE PARED CON CABLE PARA USB Y IPHONE GINGA CON FIGURA DE HELLO KITTY,78.41,1
AC-3090,PERFECT CHOICE,LAPIZ PARA TABLET SOLIDS ,129.4,1
AC-3091,PERFECT CHOICE,LAPIZ PARA TABLET Y PANTALLAS CAPACITIVAS ,129.4,1
AC-3096,GINGA,CARGADOR GINGA PLUG-IN PARA CARRO DE ENTRADA MICRO USB,11.76,1
AC-3097,GINGA,CARGADOR GINGA PLUG-IN PARA CARRO CON ENTRADA PARA IPHONE 4,24.49,1
AC-3098,GINGA,CARGADOR GINGA PLUG-IN PARA CARRO CON ENTRADA PARA IPHONE 5,94.09,1
AC-3099,GINGA,"CARGADOR DE PARED PARA CELULAR GINGA, CON ENTRADA MICRO USB",11.76,1
AC-3100,GINGA,CARGADOR DE PARED GINGA CON ENTRADA DE IPHONE 5,94.09,1
AC-3101,GINGA,"PROTECTOR  RIGIDO PARA IPHONE 4G GINGA, CON BATERIA INTEGRADA",367.39,1
AC-3102,GINGA,PROTECTOR RIGIDO PARA CELULAR  CON BATERIA INTEGRADA GINGA PARA GALAXY 3,449.66,1
AC-3103,TECH ZONE,PROTECTOR RIGIDO CON BATERIA INTEGRADA TECH ZONE PARA IPHONE 5 EN COLOR BLANCO,449.66,1
AC-3104,GINGA,"PROTECTOR  RIGIDO NEGRO PARA IPHONE 5 GINGA, CON BATERIA INTEGRADA",450,1
AC-3106,CANON,CALCULADORA CANON CON IMPRESOR MODELO P23-DH V,291.13,1
AC-3112,LENOVO,ADAPTADOR THINKPAD LENOVO USB 2.0 A ETHERNET 10/100 (0A36322) PARA X1 CARBON,14.77,1
AC-3114,D-LINK,"CONVERTIDOR 100BASE-TX TO 100BASE-FX MULTIMODE SC MEDIA CONVERTER, 2KM",75,1
AC-3115,LENOVO,"CARGADOR THINKPAD 90W AC PARA X1 CARBON U.S., CANADA, L.A. SPANISH POWER CORD (0B46994)",272.14,1
AC-3118,PERFECT CHOICE,ESTUCHE MULTIPOSICION PARA IPAD 2 Y 3 ,312.58,1
AC-3119,PERFECT CHOICE,ESTUCHE MULTIPOSICION PARA IPAD 2 Y 3 COLOR NEGRO,312.58,1
AC-3122,PERFECT CHOICE,CASE PARA IPHONE 5 COLOR GRIS,265.31,1
AC-3123,HP,BANDEJA DE ENTRADA DE 500 HOJAS HP LASERJET SERIE 600,3678.73,1
AC-3124,XEROX,KIT PARA USO DE IDIOMA ESPA?OL W53XX / WC 5325/5330/5335,49.08,0
AC-3125,XEROX,KIT PARA OPTIMIZAR EL USO DE ESCANEO EN EQUIPOS DE LA FAMILIA 5300 ,175.28,0
AC-3126,BELKIN,HUB USB 2.0 4 PUERTOS BELKIN,9.78,1
AC-3127,BELKIN,"EXTENSOR BELKIN OMNIVIEW CAT5, PS/2 / VGA",239.08,1
AC-3128,BELKIN,"EXTENSOR BELKIN OMNIVIEW CAT5, USB / VGA",283.15,1
AC-3129,BELKIN,"KVM SWITCH PARA RACK BELKIN PRO3, 4 PUERTOS, PS/2 y USB",169.67,1
AC-3130,BELKIN,"KVM SWITCH PARA RACK BELKIN PRO3, 8 PUERTOS, PS/2 y USB",227.59,1
AC-3131,BELKIN,"KVM SWITCH PARA RACK BELKIN PRO3, 16 PUETOS, PS/2 y USB",394.84,1
AC-3132,BELKIN,"KVM SWITCH SOHO DVI BELKIN 2 PUERTOS, USB 2.0, AUDIO, INCLUYE CABLES",148.41,1
AC-3133,BELKIN,"KVM SWITCH SOHO DVI BELKIN 4 PUERTOS, USB 2.0, AUDIO, INCLUYE CABLES",194.79,1
AC-3134,PERFECT CHOICE,"BASE CON CONECTOR PARA IPOD, IPHONE , IPAD ",197.36,1
AC-3135,BELKIN,"KVM SWITCH VGA BELKIN FLIP, 2 PUERTOS PS/2",28.23,1
AC-3136,BELKIN,"KVM SWITCH VGA BELKIN FLIP, 2 PUERTOS USB",30.55,1
AC-3137,BELKIN,"KVM SWITCH VGA BELKIN FLIP, 2 PUERTOS USB, AUDIO",29.24,1
AC-3138,BELKIN,"KVM SWITCH SOHO VGA BELKIN 2 PUERTOS, USB 2.0, PS/2, AUDIO, INCLUYE CABLES",102.02,1
AC-3139,BELKIN,"KVM SWITCH SOHO VGA BELKIN 2 PUERTOS, USB 2.0, AUDIO, INCLUYE CABLES",124.3,1
AC-3140,BELKIN,"KVM SWITCH SOHO VGA BELKIN 4 PUERTOS, USB 2.0, PS/2, AUDIO, INCLUYE CABLES",129.86,1
AC-3141,BELKIN,"KVM SWITCH SOHO VGA BELKIN 4 PUERTOS, USB 2.0, AUDIO, INCLUYE CABLES",156.95,1
AC-3142,BELKIN,"PANEL DE PARCHEO DE FIBRA BELKIN LC - LC 1U, 16 PUERTOS",112.37,1
AC-3143,BELKIN,"PANEL DE PARCHEO BELKIN 48 PUERTOS RJ45, 8W, CAT6",179.31,1
AC-3153,VAMAV,"FUNDA PARA TABLET DE 7 PULGADAS CON TECLADO,STYLUS INTEGRADO ,SOPORTE POSTERIOR",147.73,1
AC-3154,PANASONIC,INTERFON DE PORTERO PARA CONMUTADORES PANASONIC KX-T30865,300.16,1
AC-3155,PANASONIC,TARJETA PANASONIC KX-TE82494 DE CALLER ID PARA 3 LINEAS,1831.38,1
AC-3156,PANASONIC,"TARJETA PANASONIC KX-TE82483, 3 LINEA CO ANALOGAS Y 8 EXTENSIONES HIBRIDAS",3546.26,1
AC-3157,TRENDNET,UNIDAD DE VISUALIZACION TRENDENT  PARA SURVEILLACE STATION SYNOLOGY  CON 24 CANALES,756.05,3
AC-3158,ACTECK,LECTOR DE MEMORIA INTERNA ALL IN 1 USB 2.0,52.55,1
AC-3160,HP,BASE HP DUAL PARA MONITORES DE HASTA 24 PULGADAS,2715.52,1
AC-3169,HP,DUPLEXER AUTOMATICO DE IMPRESION A DOBLE CARA HP LASERJET M602,4062.09,1
AC-3171,"PROVISION ISR
",LENTE VARIFOCAL 3.5 A 8 MM PROVISION,21.13,2
AC-3173,"PROVISION ISR
",VIDEO BALUM SIMPLE 300 METROS PROVISION,5.18,2
AC-3174,"PROVISION ISR
","VIDEO BALUM CON ""COLA"" 300 METROS DE ALCANCE PROVISION",7.12,2
AC-3175,"PROVISION ISR
",VIDEO BALUM VIDEO + ENERGIA 190 MTS PROVISION,12.38,2
AC-3176,"PROVISION ISR
","FUENTE DE PODER INDIVIDUAL DE 12 VOLTS, 1 AMPER. PROVISION",3.8,2
AC-3177,"PROVISION ISR
",FUENTE CENTRALIZADA 10 AMPER / 9 CANALES PROVISION,55.5,2
AC-3179,"PROVISION ISR
",BRAZO PARA HOUSING FABRICADO EN ALUMINIO AJUSTABLE A 90 GRADOS PROVISION,4.31,2
AC-3180,"PROVISION ISR
",BRAZO PARA CAMARAS FABRICADO EN PLASTICO PARA USO EN INTERIOR PROVISION,2.07,2
AC-3181,"PROVISION ISR
",CONECTOR BNC MACHO PARA CABLE RG59 PROVISION,0.27,2
AC-3182,"PROVISION ISR
",GABINETE PARA INTERIOR/EXTERIOR FABRICADO EN ALUMINIO PROVISION,14.34,2
AC-3183,"PROVISION ISR
",ILUMINADOR INFRARROJO 50 METROS.,39,2
AC-3184,INTELLINET,TECLADO PARA RACK 19 1U DESLIZABLE,188.35,3
AC-3187,MANHATTAN,SOPORTE VIDEOPROYECTOR MANHATTAN DE TECHO 37 CM,42.98,3
AC-3191,EASY LINE,FUNDA REVERSIBLE 10.2 ROJO / GRIS,67.36,1
AC-3192,EASY LINE,FUNDA REVERSIBLE 10.2 MORADA,67.36,1
AC-3196,TRENDNET,KVM SWITCH TRENDNET 4 PTOS USB SOPORTE DE AUDIO,72.63,2
AC-3199,HP,MODULO HP 24-PORT SFP V2 ZL,3120.98,1
AC-3200,HP,MODULO HP 24-PORT GIG-T V2 ZL,2640.83,1
AC-3207,CANYON,STICKER CANYON GRAFFITI CNL-NBS01A PARA LA TAPA SUPERIOR DE LA PORTATIL,2.41,1
AC-3208,CANYON,STICKER CANYON GRAFFITI CNL-NBS01C PARA LA TAPA SUPERIOR DE LA PORTATIL,2.41,1
AC-3209,CANYON,SKIN CANYON STRIPES EDITION CNL-NBS02S,3.46,1
AC-3210,MANHATTAN,CARCASA PARA IPAD 3 COLOR NEGRO FIBRA DE CARBON,16.42,3
AC-3212,MANHATTAN,HUB USB V2.0  4 PTOS GALLETAS,7.06,3
AC-3213,MANHATTAN,HUB USB V2.0  4 PTOS HUESO,6.28,3
